duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,attack_category,timestamp
291.30624548272806,icmp,dns,SF,986,1011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0.8254133358846583,0.11600374404824128,0.036656057194669356,8,13,0.8331973878201058,0.16563623732535288,0.8110203348329112,0.028005038757726898,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:16.979385
42.786197442696086,tcp,smtp,SF,938,969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.8063657720907432,0.08548318270903021,0.03278263254042562,9,8,0.8225725883721655,0.06660964311921838,0.8514485118412906,0.04622228739113654,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:17.979385
46.03967522393256,tcp,ftp,S0,990,980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.9845631201338326,0.040529764377709276,0.03176409019454342,14,8,0.929898335730206,0.031023206395895866,0.8233902278494887,0.021151248847127893,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:18.979385
139.53453579614256,tcp,ftp,SF,1025,968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.921281732777701,0.04106647456371684,0.09610971183097483,8,6,0.87985929342923,0.13654709757084935,0.8661922312487693,0.009733343749379099,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:19.979385
3.5462200298664315,tcp,smtp,RSTO,1073,1009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.9369926189529753,0.07305039337902548,0.030014866954797017,7,4,0.8826325954480232,0.1220178359398239,0.9174697014661946,0.07868238786526519,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:20.979385
183.97046080158242,tcp,ssh,RSTR,1010,1009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.9493417444608204,0.16097551985670452,0.0271251796071034,10,6,0.9036135673612589,0.09581643385792914,0.9087558102944922,0.018024728961043835,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:21.979385
4.475947326710441,udp,ssh,REJ,1007,968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.9168922843976314,0.1154097757534855,0.08559680478002517,7,6,0.997042629799159,0.026075594418736373,0.9393545585673968,0.050364320304464805,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:22.979385
71.27948397343002,tcp,ftp,SF,1001,1027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.9087735579916704,0.13422403618612316,0.09045262767830148,10,8,0.9782026769044725,0.18319319404804868,0.9112746241155447,0.01839697920420442,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:23.979385
52.56620712647917,tcp,http,RSTR,1048,1001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.8501841829519796,0.12057441706064041,0.04281033204498879,16,2,0.9990792666861721,0.049168473436716355,0.8568867218423413,0.0678171332325872,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:24.979385
160.40705867696835,tcp,ftp,S0,928,973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.8215072663343441,0.09282389417847468,0.09430635663724107,15,13,0.8613386207366969,0.03565931828889184,0.9277329564151242,0.02924440876524729,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:25.979385
18.311667360176724,icmp,http,RSTR,1004,980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.8928206431222234,0.19070328946106102,0.070869516866403,9,4,0.8611666900904174,0.07430456660723653,0.8766840691232302,0.07331765722092094,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:26.979385
