duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,attack_category,timestamp
16.588383754511213,tcp,ftp,REJ,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,0.9734846705707818,0.8797786967166452,0.07516058770023255,0.13600286370149664,0.08133817883214398,0.9562915409415613,0.9047548251555823,103,101,0.053782977846968574,0.9788199963260915,0.08528829117859345,0.9161680079938206,0.8036999703732615,0.9123298686504957,0.07604998598788884,0.07790548709137209,ddos,dos,2025-08-02 18:07:17.690036
57.56727500056344,icmp,dns,SF,963,990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0.0,0.0,0.0,0.0,0.8111083360020549,0.05374219865144965,0.09401150672530464,9,7,0.9717830992399105,0.19400806430474485,0.8987299189675149,0.0501165032369048,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:18.690036
107.46274467723731,udp,smtp,REJ,1050,1027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.9433276105995696,0.019949405712020286,0.02860142790375153,11,6,0.8395026075902573,0.10570253230868504,0.8741306276817276,0.05713136748273319,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:19.690036
79.20749320856636,tcp,ftp,RSTR,1013,1018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.9674382983292936,0.17327386358469005,0.07721192674315625,13,8,0.8946084339306406,0.1268764142793807,0.9365267568213986,0.041850353430304334,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:20.690036
15.480395751351079,udp,ssh,RSTR,986,996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,0.9839517062255438,0.1288778573593254,0.08458610895225123,10,10,0.8265840376186919,0.12963906289193247,0.9265800881264021,0.003919158805173884,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:21.690036
27.105752818619983,tcp,http,REJ,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,0.8238213457783582,0.9302135991016032,0.04582220335634986,0.1726480884473802,0.09585476536948458,0.9133617669604432,0.9653769262197539,91,89,0.05958273911585607,0.996007479282748,0.09791078652341234,0.946108479694482,0.852126386180488,0.9041474046263522,0.1187057067971262,0.11739469573810513,ddos,dos,2025-08-02 18:07:22.690036
1.1178596940287295,tcp,smtp,SF,1012,1020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.8732100299454975,0.09888434278083401,0.013935335945827465,11,11,0.921485476372464,0.0667846257617148,0.9681343183944575,0.0941826838865652,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:23.690036
387.24573145183155,tcp,http,SF,971,993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,0.9809086233468692,0.11843121857441397,0.07037934084879247,13,12,0.8278731837066875,0.052705291612704014,0.9996998411802499,0.03777817777222119,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:24.690036
10.339079877334779,tcp,ftp,S0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,0.9820212986103668,0.9035469999314518,0.023730004018554608,0.19914368522911052,0.007780237728273909,0.9351282623278303,0.9619116681365385,100,108,0.02189270048072277,0.9531563203625479,0.0254909282352382,0.9940536769420746,0.9088270930111134,0.9766698252902706,0.013606591648655741,0.013983404033788172,ddos,dos,2025-08-02 18:07:25.690036
54.81111853600018,udp,smtp,RSTO,970,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.9905782145472384,0.04406100058822413,0.0945722380921839,10,8,0.8307486633778722,0.16987545159391,0.8292289207904391,0.05139537788448004,0.0,0.0,0.0,0.0,normal,normal,2025-08-02 18:07:26.690036
