duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
3.5591129545865736,tcp,http,REJ,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,0.832626209968451,0.8861305260165063,0.17551340663827014,0.10155528407472143,0.08875733883644488,0.9181492542709092,0.9607135999935908,98,92,0.06426649050802628,0.9872063728493082,0.020250023926721674,0.9025826944980142,0.8108009368897107,0.8948783301576103,0.18879859790312692,0.10167478226686522
23.15580567019131,tcp,ftp,S0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,0.8550334889546707,0.8774559240085327,0.1326349026970331,0.1886504446958084,0.001408878441917938,0.956131312994857,0.994586987429959,94,101,0.08716126504442692,0.9387611520117396,0.04946583888163239,0.9975654768269971,0.8601315154813444,0.8684946558751473,0.14496151047878142,0.05581253420159296
10.187227307949943,tcp,ftp,REJ,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0.8117615090610911,0.8644483958349831,0.18487113617944456,0.09829568352086196,0.09082124661021974,0.9866438832294816,0.9821847479763827,75,87,0.06020150828663506,0.9504938277492037,0.09112560605324227,0.9855333165997425,0.9575501258622472,0.9751834917897862,0.19614989760397625,0.07979901860238169
5.760684924449302,tcp,ftp,REJ,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,0.8436312207477257,0.9044388116135075,0.0006149451802705431,0.10914063363756597,0.07811716049058794,0.9769024246611443,0.960901485206728,95,102,0.0037040615229044006,0.9682620312892813,0.09311758534556014,0.9157157816251841,0.8830769628292354,0.8966504452282049,0.1638809551249235,0.06320771564626597
4.710486395279436,tcp,ftp,S0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,0.875672629923826,0.9973749414634658,0.04162680798358079,0.05258497891932837,0.04884506593040503,0.9562097418006091,0.9621427877804009,107,89,0.005377609406494344,0.9224071684182298,0.0911291792845304,0.9181090647645351,0.8893992643885229,0.8608434988178532,0.059773057751920856,0.03148960579898226
1.2970623783669264,tcp,smtp,REJ,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,46,0.9029555401170118,0.9620979306707363,0.1551050783679349,0.06055116532657959,0.047527285151124844,0.965573354176737,0.9987773440972807,98,117,0.0743116767780716,0.9001245807291258,0.07737988400764739,0.9059693090908503,0.8653812404526097,0.8402619416929809,0.022524548309385484,0.07051705091909159
1.4023123960780126,tcp,smtp,REJ,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,0.9377957865931519,0.8404366679612592,0.01662488077272475,0.006402405346351037,0.06845136406791325,0.977052984279007,0.9400087236845754,109,95,0.019777062429049554,0.9788110745235802,0.013883482103597612,0.9643930425218119,0.9886964661823221,0.8403630631790335,0.19196946332677714,0.08334177381983476
4.722580612782095,tcp,http,REJ,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,59,0.8675704985222564,0.9138262195917318,0.09910906930502612,0.007571050644396249,0.046543983117478274,0.9834413540248257,0.922104342614958,105,87,0.08577335420207007,0.9642067339075987,0.014884137682918486,0.9388539384313479,0.9633393488848362,0.8003722910337552,0.12176873599831009,0.11080496472398588
1.0862618714710175,tcp,http,REJ,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39,0.880994982585444,0.9688854680426401,0.07864207234609247,0.19326323088544145,0.08603844425965086,0.9606108612380773,0.9546298865099166,113,107,0.010070187024903421,0.9228670962744284,0.06785146880939268,0.9789856301586307,0.9385619657556047,0.9352728157204332,0.19638884252510974,0.08002564701386089
2.4967315043070806,tcp,smtp,S0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0.8895439630170866,0.8206728007954752,0.03209481687567968,0.1788801060535459,0.005750607321851853,0.9689368368724338,0.9771922083657544,93,97,0.06906105555072324,0.9377958029175967,0.04989372854641704,0.9088882247260943,0.8224057117011976,0.8383356606490245,0.04303232314015242,0.17298385231796545
